id,provider,vehicleType,datetime_start,datetime_end,longitude_start,latitude_start,longitude_end,latitude_end
13647nextbike,nextbike,bycicle,2019-11-02 11:39:00+01:00,2019-11-02 11:56:00+01:00,13.40994818,52.51235938,13.4503826,52.49821725
13509nextbike,nextbike,bycicle,2019-10-09 17:27:00+02:00,2019-10-09 17:44:00+02:00,13.31940472126007,52.502978276780325,13.299951,52.51140328
15873nextbike,nextbike,bycicle,2020-01-17 13:06:00+01:00,2020-01-17 13:47:00+01:00,13.321883082389832,52.52282434147497,13.28409355,52.50660583
16368nextbike,nextbike,bycicle,2019-10-23 15:12:00+02:00,2019-10-23 15:36:00+02:00,13.37661143,52.51206608,13.3686031,52.52425940000001
16247nextbike,nextbike,bycicle,2019-12-08 13:35:00+01:00,2019-12-08 13:48:00+01:00,13.382023572921751,52.504490144666576,13.39322992,52.51403691
YmlrZTo6Y2FsbGFiaWtlOjoxODQwMjA=,callabike,bicycle,2020-02-15 19:08:12+01:00,2020-02-15 19:23:08+01:00,13.423251,52.497597,13.437106,52.49367
14008nextbike,nextbike,bycicle,2019-11-19 22:04:00+01:00,2019-11-19 22:15:00+01:00,13.35600445,52.51980488,13.357009626925,52.5231548156913
14469nextbike,nextbike,bycicle,2019-12-10 22:43:00+01:00,2019-12-11 00:25:00+01:00,13.39422988,52.49141308,13.382023572921751,52.504490144666576
YmlrZTo6Y2FsbGFiaWtlOjoxODM5MzA=,callabike,bicycle,2020-01-09 11:58:08+01:00,2020-01-09 13:03:08+01:00,13.321647,52.52328000000001,13.320491,52.523785
14531nextbike,nextbike,bycicle,2020-01-13 18:36:00+01:00,2020-01-13 18:51:00+01:00,13.34887183,52.51407125,13.38111172,52.51623067
13985nextbike,nextbike,bycicle,2019-11-27 14:09:00+01:00,2019-11-27 14:28:00+01:00,13.38908323,52.51373983,13.3686031,52.52425940000001
15381nextbike,nextbike,bycicle,2019-10-29 17:16:00+01:00,2019-10-29 17:37:00+01:00,13.416246,52.50195,13.4572329,52.515509400000006
YmlrZTo6Y2FsbGFiaWtlOjoxNzc5NDM=,callabike,bicycle,2019-12-16 09:28:08+01:00,2019-12-16 09:58:07+01:00,13.339578,52.49719200000001,13.3796215,52.51764300000001
13383nextbike,nextbike,bycicle,2019-10-21 14:48:00+02:00,2019-10-21 15:32:00+02:00,13.33668477,52.51372833,13.39962382,52.52030225
YmlrZTo6Y2FsbGFiaWtlOjoxNzU0MzI=,callabike,bicycle,2020-02-02 16:03:07+01:00,2020-02-02 16:18:12+01:00,13.410514,52.522533,13.446501,52.518993
19974nextbike,nextbike,bycicle,2019-10-30 08:11:00+01:00,2019-10-30 08:28:00+01:00,13.4298025,52.5364168,13.453413,52.515632
16268nextbike,nextbike,bycicle,2019-11-01 13:07:00+01:00,2019-11-01 13:46:00+01:00,13.37054422,52.5241209,13.43244695,52.50919928
14927nextbike,nextbike,bycicle,2019-10-21 12:24:00+02:00,2019-10-21 12:59:00+02:00,13.37416742,52.51800227,13.3399718,52.5053375
15839nextbike,nextbike,bycicle,2019-11-20 10:02:00+01:00,2019-11-20 10:10:00+01:00,13.432466,52.502323,13.452464,52.50079399999999
13666nextbike,nextbike,bycicle,2019-10-20 11:52:00+02:00,2019-10-20 12:46:00+02:00,13.33668477,52.51372833,13.401643599999998,52.5395418
YmlrZTo6Y2FsbGFiaWtlOjoxNzQ3MDg=,callabike,bicycle,2020-02-10 17:13:09+01:00,2020-02-10 18:43:10+01:00,13.38175,52.53154,13.378685,52.525723
15313nextbike,nextbike,bycicle,2019-10-29 06:32:00+01:00,2019-10-29 06:53:00+01:00,13.38796963,52.53190484,13.407122199999998,52.50359648
YmlrZTo6Y2FsbGFiaWtlOjoxNzUxNjA=,callabike,bicycle,2019-10-22 14:13:09+02:00,2019-10-22 14:43:43+02:00,13.404418,52.524677,13.411647,52.518047
13832nextbike,nextbike,bycicle,2019-10-30 13:50:00+01:00,2019-10-30 14:26:00+01:00,13.367782,52.51583412,13.33782275,52.5054179
13053nextbike,nextbike,bycicle,2019-11-18 01:21:00+01:00,2019-11-18 02:23:00+01:00,13.32413042,52.50582717,13.333955,52.5304958
YmlrZTo6Y2FsbGFiaWtlOjoxNzcyOTc=,callabike,bicycle,2019-12-15 17:48:10+01:00,2019-12-15 18:08:48+01:00,13.442817000000002,52.50563399999999,13.432643,52.505127
13294nextbike,nextbike,bycicle,2019-10-31 14:26:00+01:00,2019-10-31 14:47:00+01:00,13.4005674052,52.52126955399999,13.433832,52.484653
YmlrZTo6Y2FsbGFiaWtlOjoxNzc3MDY=,callabike,bicycle,2019-10-05 03:18:07+02:00,2019-10-05 03:23:07+02:00,13.432318,52.503128,13.433416,52.503094
13802nextbike,nextbike,bycicle,2019-11-26 11:05:00+01:00,2019-11-26 11:52:00+01:00,13.321883082389832,52.52282434147497,13.387436270713804,52.52406462692415
13105nextbike,nextbike,bycicle,2019-12-16 02:20:00+01:00,2019-12-16 02:29:00+01:00,13.451117000000002,52.521851,13.472426,52.51572700000001
13736nextbike,nextbike,bycicle,2019-11-07 15:13:00+01:00,2019-11-07 15:21:00+01:00,13.34682552,52.50693618,13.321257999999998,52.50001500000001
15277nextbike,nextbike,bycicle,2019-11-10 00:06:00+01:00,2019-11-10 00:11:00+01:00,13.42882938,52.48848518,13.43622115,52.49229507
13807nextbike,nextbike,bycicle,2019-12-19 14:29:00+01:00,2019-12-19 14:51:00+01:00,13.33017,52.496234,13.2944011,52.500614
14412nextbike,nextbike,bycicle,2019-11-10 00:19:00+01:00,2019-11-10 01:28:00+01:00,13.45884513,52.5114068,13.416693806648256,52.52840861376347
YmlrZTo6Y2FsbGFiaWtlOjoxNzQ3NTA=,callabike,bicycle,2020-02-16 03:13:07+01:00,2020-02-16 03:18:06+01:00,13.465747,52.50706,13.466217000000002,52.50668
16357nextbike,nextbike,bycicle,2019-11-07 17:19:00+01:00,2019-11-07 17:27:00+01:00,13.39322992,52.51403691,13.4010843,52.52232494
13843nextbike,nextbike,bycicle,2019-12-09 10:35:00+01:00,2019-12-09 10:54:00+01:00,13.3675162,52.50278539999999,13.3455974981189,52.53005055174261
13037nextbike,nextbike,bycicle,2019-11-26 09:19:00+01:00,2019-11-26 09:31:00+01:00,13.36822542,52.52320283,13.34366007,52.5315876
13458nextbike,nextbike,bycicle,2020-01-02 19:03:00+01:00,2020-01-02 19:17:00+01:00,13.37083197,52.52373463,13.429107,52.48999
13059nextbike,nextbike,bycicle,2019-12-18 18:33:00+01:00,2019-12-18 18:37:00+01:00,13.387436270713804,52.52406462692415,13.37660622,52.52444128
15341nextbike,nextbike,bycicle,2019-11-16 04:40:00+01:00,2019-11-16 05:04:00+01:00,13.45509293,52.50790738,13.41985718,52.54592458
15159nextbike,nextbike,bycicle,2019-12-30 08:28:00+01:00,2019-12-30 08:53:00+01:00,13.40884497,52.51472422,13.456997,52.528998
15354nextbike,nextbike,bycicle,2019-10-25 15:13:00+02:00,2019-10-25 15:21:00+02:00,13.317568,52.512023,13.333963751792908,52.5072884324783
15299nextbike,nextbike,bycicle,2019-10-14 08:47:00+02:00,2019-10-14 09:01:00+02:00,13.39073858,52.50669789999999,13.4087931,52.5041918
YmlrZTo6Y2FsbGFiaWtlOjoxNzU3MzQ=,callabike,bicycle,2019-12-18 17:03:09+01:00,2019-12-18 17:33:08+01:00,13.344598,52.503647,13.3159485,52.518394
YmlrZTo6Y2FsbGFiaWtlOjoxNzYwNTQ=,callabike,bicycle,2019-11-30 11:58:10+01:00,2019-11-30 12:08:08+01:00,13.329326000000002,52.50164,13.335572,52.505524
YmlrZTo6Y2FsbGFiaWtlOjoxNzU3MzM=,callabike,bicycle,2019-10-28 15:23:08+01:00,2019-10-28 16:03:19+01:00,13.466081,52.509130000000006,13.410314,52.49156600000001
15912nextbike,nextbike,bycicle,2019-11-25 14:05:00+01:00,2019-11-25 14:09:00+01:00,13.36435317993164,52.51927627894419,13.37034002,52.52415840000001
14852nextbike,nextbike,bycicle,2019-10-28 05:38:00+01:00,2019-10-28 05:58:00+01:00,13.4418884,52.5108894,13.4657832,52.51936865
13843nextbike,nextbike,bycicle,2019-10-07 13:57:00+02:00,2019-10-07 14:12:00+02:00,13.37067295,52.51930110000001,13.39006793,52.51393028
14003nextbike,nextbike,bycicle,2019-10-30 20:53:00+01:00,2019-10-30 21:29:00+01:00,13.41382293,52.54947558,13.437471,52.540367
14843nextbike,nextbike,bycicle,2019-11-29 15:36:00+01:00,2019-11-29 15:48:00+01:00,13.376052975654602,52.50807531679524,13.37806267,52.51799535
YmlrZTo6Y2FsbGFiaWtlOjoxODM5MTY=,callabike,bicycle,2019-12-30 03:18:07+01:00,2019-12-30 03:23:08+01:00,13.410607999999998,52.524807,13.410087,52.524437
13394nextbike,nextbike,bycicle,2019-12-24 13:57:00+01:00,2019-12-24 14:18:00+01:00,13.367207050323485,52.50823203896029,13.36772123,52.50752975
15059nextbike,nextbike,bycicle,2019-10-08 08:29:00+02:00,2019-10-08 08:40:00+02:00,13.44669962,52.49735843,13.43469438,52.50101425
14849nextbike,nextbike,bycicle,2019-10-17 13:58:00+02:00,2019-10-17 14:08:00+02:00,13.37358742,52.5064459,13.38385583,52.50009672
15940nextbike,nextbike,bycicle,2019-10-23 15:48:00+02:00,2019-10-23 16:06:00+02:00,13.3916203,52.5123821,13.41183755,52.50097765
14582nextbike,nextbike,bycicle,2019-11-29 11:28:00+01:00,2019-11-29 11:44:00+01:00,13.38540043,52.51969025,13.37606677,52.51603188
14812nextbike,nextbike,bycicle,2020-01-09 15:00:00+01:00,2020-01-09 15:07:00+01:00,13.39027414,52.50942053,13.39697964,52.51291714
YmlrZTo6Y2FsbGFiaWtlOjoxNzQ1NzY=,callabike,bicycle,2020-01-18 19:03:13+01:00,2020-01-18 19:28:27+01:00,13.417501,52.500637,13.457923,52.49134
14550nextbike,nextbike,bycicle,2019-11-25 16:59:00+01:00,2019-11-25 17:05:00+01:00,13.30296,52.505249,13.2897726,52.50571
16174nextbike,nextbike,bycicle,2019-12-25 03:35:00+01:00,2019-12-25 03:54:00+01:00,13.376144170761108,52.50992982659496,13.35395175,52.52127558
15368nextbike,nextbike,bycicle,2019-11-13 09:43:00+01:00,2019-11-13 09:51:00+01:00,13.39014097,52.50851295,13.40125497,52.51383445
16242nextbike,nextbike,bycicle,2019-12-03 22:52:00+01:00,2019-12-03 22:57:00+01:00,13.35655233,52.4925341,13.354408,52.498955
13502nextbike,nextbike,bycicle,2019-10-21 15:20:00+02:00,2019-10-21 15:52:00+02:00,13.416246,52.50195,13.4078639,52.5245946
13768nextbike,nextbike,bycicle,2019-12-01 12:26:00+01:00,2019-12-01 12:36:00+01:00,13.4333459,52.50245847,13.43906266,52.48959903
14073nextbike,nextbike,bycicle,2019-12-18 16:15:00+01:00,2019-12-18 16:48:00+01:00,13.35225524,52.50701419,13.369701504707336,52.525898879631264
14987nextbike,nextbike,bycicle,2019-12-20 11:46:00+01:00,2019-12-20 11:53:00+01:00,13.4117285,52.5198663,13.4010843,52.52232494
15070nextbike,nextbike,bycicle,2020-01-19 15:06:00+01:00,2020-01-19 16:03:00+01:00,13.401643599999998,52.5395418,13.39404567,52.52255363
YmlrZTo6Y2FsbGFiaWtlOjoxNzY3Njk=,callabike,bicycle,2020-03-13 09:28:10+01:00,2020-03-13 09:58:14+01:00,13.373909,52.508114,13.33064,52.51206
15132nextbike,nextbike,bycicle,2020-01-18 15:12:00+01:00,2020-01-18 17:07:00+01:00,13.376052975654602,52.50807531679524,13.3716505,52.5178449
16191nextbike,nextbike,bycicle,2019-11-27 16:14:00+01:00,2019-11-27 16:26:00+01:00,13.37387682,52.5058419,13.34897877,52.51415535
13023nextbike,nextbike,bycicle,2019-11-26 12:11:00+01:00,2019-11-26 12:40:00+01:00,13.38919113,52.51475195,13.3542023,52.50691898
13280nextbike,nextbike,bycicle,2019-10-29 06:54:00+01:00,2019-10-29 07:00:00+01:00,13.376144170761108,52.50992982659496,13.36328843,52.50667072
YmlrZTo6Y2FsbGFiaWtlOjoxODM5Mjc=,callabike,bicycle,2019-10-14 18:23:07+02:00,2019-10-14 19:23:09+02:00,13.410046,52.536343,13.325488,52.487503
15224nextbike,nextbike,bycicle,2019-11-03 21:25:00+01:00,2019-11-03 21:31:00+01:00,13.39209505,52.55344463,13.39083078,52.55638625
YmlrZTo6Y2FsbGFiaWtlOjoxODM5NjE=,callabike,bicycle,2019-12-22 03:13:07+01:00,2019-12-22 03:18:08+01:00,13.437173,52.513863,13.438719,52.513897
14413nextbike,nextbike,bycicle,2019-11-01 11:07:00+01:00,2019-11-01 12:52:00+01:00,13.382023572921751,52.504490144666576,13.38111172,52.51623067
15838nextbike,nextbike,bycicle,2019-11-13 14:17:00+01:00,2019-11-13 14:29:00+01:00,13.38888253,52.52791882,13.41198833,52.5309622
YmlrZTo6Y2FsbGFiaWtlOjoxNzQ5Nzc=,callabike,bicycle,2020-01-19 00:08:25+01:00,2020-01-19 00:38:25+01:00,13.310426,52.51027,13.290374,52.49815400000001
14517nextbike,nextbike,bycicle,2019-11-29 19:03:00+01:00,2019-11-29 19:09:00+01:00,13.325082,52.502861,13.32384528,52.50873017
14413nextbike,nextbike,bycicle,2020-01-20 10:47:00+01:00,2020-01-20 11:16:00+01:00,13.30296,52.505249,13.40183187,52.50633152
YmlrZTo6Y2FsbGFiaWtlOjoxNzYzMzE=,callabike,bicycle,2020-03-13 13:08:11+01:00,2020-03-13 13:43:07+01:00,13.388873,52.50886,13.409907999999998,52.52005
YmlrZTo6Y2FsbGFiaWtlOjoxNzY1ODA=,callabike,bicycle,2019-11-13 10:33:08+01:00,2019-11-13 10:48:08+01:00,13.447445000000002,52.502357,13.459742000000002,52.509033
15912nextbike,nextbike,bycicle,2019-10-18 12:16:00+02:00,2019-10-18 12:48:00+02:00,13.42503547668457,52.53913782319015,13.4517212,52.5106423
YmlrZTo6Y2FsbGFiaWtlOjoxNzU2MDk=,callabike,bicycle,2019-10-07 16:33:07+02:00,2019-10-07 17:48:08+02:00,13.392095,52.50915,13.359524,52.51924
16066nextbike,nextbike,bycicle,2019-12-10 16:59:00+01:00,2019-12-10 17:10:00+01:00,13.32856622,52.51333698,13.339054584503176,52.52613713103466
YmlrZTo6Y2FsbGFiaWtlOjoxNzYzMTg=,callabike,bicycle,2019-12-10 14:58:39+01:00,2019-12-10 15:28:09+01:00,13.396577,52.51524000000001,13.373608,52.53103
14739nextbike,nextbike,bycicle,2019-10-30 21:35:00+01:00,2019-10-30 21:57:00+01:00,13.41454803943634,52.54092250728139,13.41494503,52.52053952
YmlrZTo6Y2FsbGFiaWtlOjoxNzY2MjI=,callabike,bicycle,2019-10-17 11:03:07+02:00,2019-10-17 13:38:08+02:00,13.323235,52.509964,13.323908,52.510235
YmlrZTo6Y2FsbGFiaWtlOjoxNzU3NDQ=,callabike,bicycle,2019-10-07 16:48:08+02:00,2019-10-07 18:03:08+02:00,13.377020000000002,52.503517,13.387912,52.533325
13140nextbike,nextbike,bycicle,2019-12-16 08:37:00+01:00,2019-12-16 08:44:00+01:00,13.369701504707336,52.525898879631264,13.38255485,52.52704763
13209nextbike,nextbike,bycicle,2019-11-15 12:51:00+01:00,2019-11-15 14:24:00+01:00,13.4398397,52.50525582,13.44941,52.527147
YmlrZTo6Y2FsbGFiaWtlOjoxNzYxMjA=,callabike,bicycle,2019-10-11 15:43:08+02:00,2019-10-11 16:13:18+02:00,13.346444,52.508778,13.330112,52.47756
14754nextbike,nextbike,bycicle,2019-11-04 16:41:00+01:00,2019-11-04 17:01:00+01:00,13.39697964,52.51291714,13.326504000000002,52.513071
13265nextbike,nextbike,bycicle,2019-10-10 09:04:00+02:00,2019-10-10 10:18:00+02:00,13.3686031,52.52425940000001,13.369796300000004,52.5082064
16205nextbike,nextbike,bycicle,2019-10-04 14:46:00+02:00,2019-10-04 16:19:00+02:00,13.432466,52.502323,13.47310908,52.51523923
16195nextbike,nextbike,bycicle,2019-11-25 13:54:00+01:00,2019-11-25 14:13:00+01:00,13.4104599,52.53677439999999,13.404886722564695,52.540801790535575
15153nextbike,nextbike,bycicle,2019-10-13 17:25:00+02:00,2019-10-13 19:10:00+02:00,13.404886722564695,52.540801790535575,13.35240969,52.54626507
YmlrZTo6Y2FsbGFiaWtlOjoxODY0NDY=,callabike,bicycle,2020-01-02 18:18:24+01:00,2020-01-02 18:34:00+01:00,13.429728,52.536514,13.414494,52.54023000000001
13566nextbike,nextbike,bycicle,2019-10-25 01:33:00+02:00,2019-10-25 01:50:00+02:00,13.349234,52.50851,13.355537300000002,52.519726
15806nextbike,nextbike,bycicle,2020-01-09 12:34:00+01:00,2020-01-09 12:55:00+01:00,13.44817525,52.49750723,13.437588,52.493449
14354nextbike,nextbike,bycicle,2019-11-08 10:21:00+01:00,2019-11-08 10:30:00+01:00,13.33668477,52.51372833,13.321883082389832,52.52282434147497
YmlrZTo6Y2FsbGFiaWtlOjoxNzgxMTM=,callabike,bicycle,2020-02-03 09:13:07+01:00,2020-02-03 09:28:08+01:00,13.391372,52.50682,13.3757925,52.50901
YmlrZTo6Y2FsbGFiaWtlOjoxNzgwNTQ=,callabike,bicycle,2019-10-31 03:08:08+01:00,2019-10-31 03:18:08+01:00,13.465082999999998,52.51299,13.465198,52.51367
YmlrZTo6Y2FsbGFiaWtlOjoxNzY4OTU=,callabike,bicycle,2019-12-18 15:58:09+01:00,2019-12-18 16:18:26+01:00,13.446405,52.4988,13.421539,52.50055699999999
16079nextbike,nextbike,bycicle,2020-01-17 10:54:00+01:00,2020-01-17 11:14:00+01:00,13.321883082389832,52.52282434147497,13.306448,52.508826
16112nextbike,nextbike,bycicle,2019-12-28 17:53:00+01:00,2019-12-28 18:25:00+01:00,13.387436270713804,52.52406462692415,13.37412548,52.50399818
14834nextbike,nextbike,bycicle,2019-10-19 15:39:00+02:00,2019-10-19 15:48:00+02:00,13.325082,52.502861,13.32506687,52.50229425
14374nextbike,nextbike,bycicle,2019-10-29 08:43:00+01:00,2019-10-29 08:47:00+01:00,13.41044342,52.54538707,13.369701504707336,52.525898879631264
14880nextbike,nextbike,bycicle,2019-12-04 20:20:00+01:00,2019-12-04 20:24:00+01:00,13.4060954,52.49857548,13.404831,52.495353
15825nextbike,nextbike,bycicle,2019-12-12 13:17:00+01:00,2019-12-12 14:25:00+01:00,13.31979067,52.52263707,13.31966928,52.52327388
14507nextbike,nextbike,bycicle,2020-01-08 09:32:00+01:00,2020-01-08 09:46:00+01:00,13.3686031,52.52425940000001,13.39756815,52.51530035
YmlrZTo6Y2FsbGFiaWtlOjoxNzY1Njc=,callabike,bicycle,2019-10-29 03:13:08+01:00,2019-10-29 03:28:08+01:00,13.458243,52.51018000000001,13.458606,52.509655
YmlrZTo6Y2FsbGFiaWtlOjoxNzgyMzg=,callabike,bicycle,2019-11-07 18:48:09+01:00,2019-11-07 19:13:08+01:00,13.351283,52.53171,13.383509,52.522152
13859nextbike,nextbike,bycicle,2019-10-25 00:11:00+02:00,2019-10-25 00:44:00+02:00,13.41454803943634,52.54092250728139,13.4037093,52.4915664
15915nextbike,nextbike,bycicle,2020-01-09 19:51:00+01:00,2020-01-09 20:02:00+01:00,13.39267953,52.52808555,13.3908335,52.51233297
YmlrZTo6Y2FsbGFiaWtlOjoxNzc4OTE=,callabike,bicycle,2020-02-20 03:13:08+01:00,2020-02-20 03:18:07+01:00,13.462291121,52.513186392,13.462116,52.512733
14853nextbike,nextbike,bycicle,2019-12-05 09:30:00+01:00,2019-12-05 10:16:00+01:00,13.40633645,52.51120252,13.38440948,52.50998318
YmlrZTo6Y2FsbGFiaWtlOjoxNzc5OTU=,callabike,bicycle,2019-10-31 10:53:07+01:00,2019-10-31 11:13:08+01:00,13.383714,52.52135500000001,13.401474,52.52551999999999
YmlrZTo6Y2FsbGFiaWtlOjoxNzc1NTY=,callabike,bicycle,2019-10-06 16:18:08+02:00,2019-10-06 16:38:14+02:00,13.398276999999998,52.519535,13.415968,52.534344
15906nextbike,nextbike,bycicle,2019-12-17 11:24:00+01:00,2019-12-17 11:34:00+01:00,13.40386862,52.51007368,13.38776298,52.51558547
14672nextbike,nextbike,bycicle,2019-10-15 11:29:00+02:00,2019-10-15 11:39:00+02:00,13.32656868,52.51260165,13.33668477,52.51372833
14037nextbike,nextbike,bycicle,2019-12-02 21:10:00+01:00,2019-12-02 21:14:00+01:00,13.3764767,52.52442743,13.387436270713804,52.52406462692415
14951nextbike,nextbike,bycicle,2019-10-28 12:36:00+01:00,2019-10-28 13:42:00+01:00,13.39027414,52.50942053,13.39267953,52.52808555
13329nextbike,nextbike,bycicle,2019-10-11 12:12:00+02:00,2019-10-11 12:28:00+02:00,13.388206900000002,52.51968050000001,13.4025466,52.5162657
13490nextbike,nextbike,bycicle,2019-10-19 18:25:00+02:00,2019-10-19 18:45:00+02:00,13.42503547668457,52.53913782319015,13.403499599999998,52.532288
13503nextbike,nextbike,bycicle,2019-10-12 17:58:00+02:00,2019-10-12 18:09:00+02:00,13.4267888,52.511864,13.43489472,52.50822398
14126nextbike,nextbike,bycicle,2019-11-29 09:18:00+01:00,2019-11-29 09:28:00+01:00,13.376218599999998,52.50804788,13.382023572921751,52.504490144666576
YmlrZTo6Y2FsbGFiaWtlOjoxNzY1NzI=,callabike,bicycle,2019-12-24 06:48:07+01:00,2019-12-24 07:03:07+01:00,13.446761,52.5148,13.43287,52.50906
YmlrZTo6Y2FsbGFiaWtlOjoxNzc4NDY=,callabike,bicycle,2020-01-10 14:23:10+01:00,2020-01-10 14:39:31+01:00,13.431926999999998,52.501614,13.411648,52.50111
YmlrZTo6Y2FsbGFiaWtlOjoxNzQ4MDY=,callabike,bicycle,2019-12-16 16:03:11+01:00,2019-12-16 16:23:26+01:00,13.36089,52.52763,13.361185,52.533016
15023nextbike,nextbike,bycicle,2019-11-07 15:18:00+01:00,2019-11-07 15:38:00+01:00,13.38895172,52.51400638,13.35240969,52.54626507
YmlrZTo6Y2FsbGFiaWtlOjoxNzQ3NzQ=,callabike,bicycle,2020-01-30 21:53:07+01:00,2020-01-30 22:13:08+01:00,13.43743,52.499584,13.462715,52.510723
16221nextbike,nextbike,bycicle,2019-11-21 16:26:00+01:00,2019-11-21 18:43:00+01:00,13.37736695,52.50712215,13.37852485,52.50755058
YmlrZTo6Y2FsbGFiaWtlOjoxNzY0MDc=,callabike,bicycle,2020-03-02 17:48:09+01:00,2020-03-02 18:13:10+01:00,13.399503,52.50916700000001,13.359949,52.486294
15301nextbike,nextbike,bycicle,2020-01-08 15:28:00+01:00,2020-01-08 15:47:00+01:00,13.3686031,52.52425940000001,13.38281158,52.50161607
YmlrZTo6Y2FsbGFiaWtlOjoxNzgwODc=,callabike,bicycle,2020-01-23 13:33:10+01:00,2020-01-23 14:08:07+01:00,13.390057999999998,52.51501999999999,13.374989499999998,52.50881999999999
13227nextbike,nextbike,bycicle,2019-10-23 14:50:00+02:00,2019-10-23 15:06:00+02:00,13.39267953,52.52808555,13.393114,52.5123801
YmlrZTo6Y2FsbGFiaWtlOjoxNzQ5NDU=,callabike,bicycle,2019-11-21 06:58:07+01:00,2019-11-21 09:38:09+01:00,13.351976,52.485638,13.380464000000002,52.51856
YmlrZTo6Y2FsbGFiaWtlOjoxODM4OTk=,callabike,bicycle,2019-12-09 08:28:07+01:00,2019-12-09 09:53:09+01:00,13.394039,52.50778,13.377767,52.521946
YmlrZTo6Y2FsbGFiaWtlOjoxNzYzOTg=,callabike,bicycle,2020-02-22 15:08:07+01:00,2020-02-22 15:38:08+01:00,13.388363,52.48989,13.3713875,52.49278
16280nextbike,nextbike,bycicle,2019-12-28 11:52:00+01:00,2019-12-28 12:01:00+01:00,13.437588,52.493449,13.43821415,52.48839123
15171nextbike,nextbike,bycicle,2020-01-02 15:35:00+01:00,2020-01-02 15:52:00+01:00,13.3962542,52.51724673,13.41348698,52.50510073
15245nextbike,nextbike,bycicle,2019-10-28 10:12:00+01:00,2019-10-28 12:14:00+01:00,13.39549148,52.51443323,13.4351139,52.50833620000001
YmlrZTo6Y2FsbGFiaWtlOjoxNzc1NjA=,callabike,bicycle,2019-11-28 16:38:07+01:00,2019-11-28 18:43:07+01:00,13.444432,52.499836,13.41599,52.522
13565nextbike,nextbike,bycicle,2019-10-20 17:59:00+02:00,2019-10-20 19:36:00+02:00,13.4010843,52.52232494,13.428618,52.472737
YmlrZTo6Y2FsbGFiaWtlOjoxNzc4NTk=,callabike,bicycle,2019-12-11 12:28:09+01:00,2019-12-11 12:53:08+01:00,13.375994,52.519436,13.399851000000002,52.51331
13486nextbike,nextbike,bycicle,2020-01-06 13:43:00+01:00,2020-01-06 13:58:00+01:00,13.40141535,52.5294983,13.40943938,52.52383167
13821nextbike,nextbike,bycicle,2020-01-02 15:23:00+01:00,2020-01-02 15:31:00+01:00,13.33769323,52.50499839999999,13.34044312,52.50282875
13799nextbike,nextbike,bycicle,2019-11-09 18:57:00+01:00,2019-11-09 19:10:00+01:00,13.47125858,52.51028262,13.451117000000002,52.521851
YmlrZTo6Y2FsbGFiaWtlOjoxNzY0OTc=,callabike,bicycle,2019-11-30 12:43:25+01:00,2019-11-30 13:08:20+01:00,13.390123,52.511787,13.396961,52.53461
YmlrZTo6Y2FsbGFiaWtlOjoxNzY0Mjk=,callabike,bicycle,2020-01-25 22:58:07+01:00,2020-01-25 23:08:07+01:00,13.43811,52.491962,13.438238,52.49741
YmlrZTo6Y2FsbGFiaWtlOjoxNzczMTk=,callabike,bicycle,2019-10-13 15:38:07+02:00,2019-10-13 15:53:09+02:00,13.325648,52.498283,13.330214000000002,52.51114000000001
YmlrZTo6Y2FsbGFiaWtlOjoxNzU4NDM=,callabike,bicycle,2020-01-24 08:48:09+01:00,2020-01-24 09:03:29+01:00,13.338076,52.50525699999999,13.363907,52.50163000000001
13859nextbike,nextbike,bycicle,2019-11-20 14:26:00+01:00,2019-11-20 14:57:00+01:00,13.40635522,52.50983025,13.41425752,52.50413199999999
YmlrZTo6Y2FsbGFiaWtlOjoxODQwNzk=,callabike,bicycle,2020-02-22 23:48:07+01:00,2020-02-23 00:13:09+01:00,13.430998,52.481495,13.374681,52.48568
15062nextbike,nextbike,bycicle,2020-01-05 00:46:00+01:00,2020-01-05 00:52:00+01:00,13.4374168,52.48518002,13.437588,52.493449
16295nextbike,nextbike,bycicle,2019-10-14 20:34:00+02:00,2019-10-14 21:58:00+02:00,13.376052975654602,52.50807531679524,13.3910807,52.5122696
15852nextbike,nextbike,bycicle,2019-12-10 22:18:00+01:00,2019-12-10 22:23:00+01:00,13.32890828,52.52748132,13.3286353,52.52910333
14329nextbike,nextbike,bycicle,2019-11-29 16:44:00+01:00,2019-11-29 19:06:00+01:00,13.39027414,52.50942053,13.41579345,52.52283447
YmlrZTo6Y2FsbGFiaWtlOjoxNzUxMjY=,callabike,bicycle,2019-11-30 01:43:24+01:00,2019-11-30 02:18:08+01:00,13.326278,52.514713,13.35147,52.553783
YmlrZTo6Y2FsbGFiaWtlOjoxNzUxOTE=,callabike,bicycle,2020-02-07 12:53:10+01:00,2020-02-07 13:13:18+01:00,13.373665,52.50793,13.3203,52.50196
16055nextbike,nextbike,bycicle,2019-10-16 19:05:00+02:00,2019-10-16 19:43:00+02:00,13.38338085,52.5052961,13.376052975654602,52.50807531679524
YmlrZTo6Y2FsbGFiaWtlOjoxNzQ1ODA=,callabike,bicycle,2019-10-31 10:24:30+01:00,2019-10-31 10:48:07+01:00,13.390961,52.51218000000001,13.415496,52.527554
YmlrZTo6Y2FsbGFiaWtlOjoxNzYzMzU=,callabike,bicycle,2019-12-26 03:13:10+01:00,2019-12-26 03:18:08+01:00,13.432182999999998,52.503174,13.432084,52.502678
